Reviews,Labeler,Useful?,Comments,Original_type
"I wish I could give a good review like the ones I had read. I tried to hear the heart beat all the way from 3036 weeks, but I never had any luck. I was super bummed because I was so excited to read others posts about how they heard their baby after 30 weeks etc. I used it how people said to use it as well, and maybe my baby was laying weird to not be able to. Just bummed I  wasted money on it.....    
",,1,,Usa
"Since updating to an iPhone 7, I have received no notification of bad weather in my area. I purchased this app for that specific purpose. And yes, I have checked to make sure that I have all notifications turned on within your app and in my notification settings. I have also updated the app.    
",,1,,"Dep,Sup"
"Is a shame that the most expensive app I own is the one that lags the most, and crashes. Fix it.    
",,1,,"Dep,Per"
"This used to be my favorite app. Now, it crashes 95 of the time. Not just the app, but crashes and restarts my phone. Please, please fix this. Others in household having same issue, so it's not just me    
",,1,,Dep
"Not user friendly at all. Please change the user interface.     
",,1,,Usa
"But CroatianEnglish translations are next to useless. Whether words are entered by text, camera or speech, it tends to give multiple meanings that are completely unrelated to each other and which don't make sense in context, or it offers no translation at all  just a repeat of the word it can't translate. Camera is particularly lame.     
",,1,,Usa
"Frozen and no help so no longer works. When will it be fixed?    
",,1,,Dep
"It would be great to use the GoPlus without the app closing in the background or having the app crash all together. More often than not, whenever I go to check my badges the app will crash. Crash crash crash.    
",,1,,"Dep,Usa"
"Overall, it's a fantastic game I would have given it 5 stars if it weren't for the annoying maxed out Toad bug. Maybe Nintendo will fix that and I will change my review. Until then it's a solid 4 star game and worth the price    
",,1,,Usa
"Constant crashes Crazy making on iPad. So Frustrating. When will you fix it?     
",,1,,Dep
"Love the app but a fix needs to be done. Can't use it since the update, it crashes within seconds   
",,1,,Dep
"Unable to sync since updating to 10.1.1. Have done all resets, installed, uninstalled, and everything else recommended by Fitbit and apple. But I still get problems and issues. Fix it.     
",,1,,Sup
"Like the simplicity of the app, but if my device was ever lost, I'd never find it. Location is always wrong.    
",,1,,Dep
"I enjoy looking for my next property at different sites.  Zillow is a site I visit regularly.  I have found the accuracy of Zillow information to repeatedly be inaccurate however.  In addition, I do find properties on other sites not listed on Zillow.    
",,1,,Dep
"I couldn't open the app at all. It crashed every time I tapped on it. 010 would not fap again    
",,1,,Dep
"I have contacted customer service twice due to my listing showing 3 views for three days. I was told the issue would be fixed but so far it's still not corrected. Frustrated and irritated.    
",,1,,"Dep,Usa"
"Did not work at all. Don't waste your money on this. Should give me a refund.    
",,1,,Dep
"With your latest update we no longer have either street view or birds eye.   Why    
",,1,,"Sup,Usa"
"Cannot highlight even with the updated version. I can draw all over the document and scribble out words but cannot highlight.     
",,1,,Usa
"Awesome app, but I keep getting a warning to ask the developers for an update because it's slowing down my phone.      
",,1,,"Per,Sup"
"Every time I try to use it, it crashes. Super annoying.    
",,1,,Dep
"I never had an issue with this app before, but now i am unable to sync with my fitbit device.    
",,1,,Sup
"Lately Pandora shuts down a lot. It kicks me out of the app and locks my screen. Why is it crashing so much? Fix it now.    
",,1,,Dep
"I have an iPad Pro and I am seriously disappointed in the update and few and far between the updates are.      
",,1,,Sup
"Love this app, but so bummed they removed the birds eye view feature. Similar to what other reviewers have written, this aerial feature was a really valuable tool when helping view potential houses. Please bring it back, Zillow     
",,1,,"Sup,Usa"
"Also Fixed Photos are now showing up again in both the general feed and personal feeds and the store.     
",,1,,Dep
"Please update this app so it's current for iOS     
",,1,,Sup
"A skip or two more would be nice but that's it.    
",,1,,Usa
"So it worked great... till it didn't. I tried to use the app to check on my work schedule and found out I was logged out. That was about 5 weeks ago and I haven't been able to log back into my account. I have reset my password about 57 times with no luck and when I call customer service I'm told that there's a problem with the app something I already knew told to fallow several steps to fix the issue steps that didn't do much of anything and after that didn't work told there was nothing they could do it's a BAD APP to call apple for help. Yes I liked the app when it worked and would have given it a five if it still was but it's not so it gets a one and if I could give it a negative review I would.    
",,1,,Dep
